SubtitleIndex,OriginalWPM,OriginalCPM,OriginalRowCount,OriginalCharactersPerRow,TranslationWPM,TranslationCPM,TranslationRowCount,TranslationCharactersPerRow,isOriginalWPMGood,isOriginalCPSGood,isOriginalRowCountGood,isOriginalCharacterCountGood,isTranslationWPMGood,isTranslationCPSGood,isTranslationRowCountGood,isTranslationCharacterCountGood,isOriginalGoodWPM,isTranslationGoodWPM,isOriginalGoodCPS,isTranslationGoodCPS
594,159.858,12.877,2,29,106.572,10.213,2,23,True,True,True,True,True,True,True,True,True,True,True,True
595,239.68,18.642,1,28,199.734,24.634,1,37,False,False,True,True,False,False,True,True,False,False,False,False
596,224.803,17.61,2,47,179.843,17.984,3,48,False,False,True,False,False,False,False,True,False,False,False,False
597,287.724,19.501,2,61,210.997,19.182,2,60,False,False,True,True,False,False,True,True,False,False,False,False
598,205.479,17.808,2,78,178.082,16.895,3,74,False,False,True,False,False,True,False,True,False,False,False,False
599,212.534,17.439,2,64,147.139,13.896,2,51,False,False,True,False,True,True,True,True,False,True,False,True
600,146.504,10.433,2,47,146.504,13.319,2,60,True,True,True,True,True,True,True,True,True,True,True,True
601,82.968,8.527,1,37,82.968,8.988,2,39,True,True,True,True,True,True,True,True,True,True,True,True
602,235.397,16.565,1,38,209.241,16.129,2,37,False,True,True,False,False,True,True,True,False,False,False,True
603,215.892,17.091,2,57,197.901,15.292,2,51,False,False,True,True,False,True,True,True,False,False,False,True
604,151.42,10.726,1,17,113.565,9.464,1,15,True,True,True,True,True,True,True,True,True,True,True,True
605,230.216,16.307,1,34,172.662,16.787,1,35,False,True,True,True,False,True,True,True,False,False,True,True
606,22.472,2.247,1,6,22.472,2.247,1,6,True,True,True,True,True,True,True,True,True,True,True,True
607,117.089,9.479,1,34,133.817,10.873,2,39,True,True,True,True,True,True,True,True,True,True,True,True
608,193.271,15.39,2,43,150.322,14.674,2,41,False,True,True,True,False,True,True,True,False,False,True,True
609,113.96,8.072,1,34,85.47,9.022,2,38,True,True,True,True,True,True,True,True,True,True,True,True
610,227.129,18.297,1,29,189.274,22.082,1,35,False,False,True,True,False,False,True,True,False,False,False,False
611,157.895,14.035,2,48,105.263,12.281,2,42,True,True,True,True,True,True,True,True,True,True,True,True
612,57.526,6.711,1,7,57.526,7.67,1,8,True,True,True,True,True,True,True,True,True,True,True,True
