SubtitleIndex,OriginalWPM,OriginalCPM,OriginalRowCount,OriginalCharactersPerRow,TranslationWPM,TranslationCPM,TranslationRowCount,TranslationCharactersPerRow,isOriginalWPMGood,isOriginalCPSGood,isOriginalRowCountGood,isOriginalCharacterCountGood,isTranslationWPMGood,isTranslationCPSGood,isTranslationRowCountGood,isTranslationCharacterCountGood,isOriginalGoodWPM,isTranslationGoodWPM,isOriginalGoodCPS,isTranslationGoodCPS
404,186.501,16.43,1,37,133.215,12.877,1,29,False,True,True,True,True,True,True,True,False,True,True,True
405,230.216,14.868,1,31,143.885,12.95,1,27,False,True,True,True,True,True,True,True,False,True,True,True
406,99.174,7.851,1,19,99.174,11.983,1,29,True,True,True,True,True,True,True,True,True,True,True,True
407,141.11,9.878,1,21,112.888,11.289,1,24,True,True,True,True,True,True,True,True,True,True,True,True
408,187.761,16.69,2,48,187.761,16.69,2,48,False,True,True,True,False,True,True,True,False,False,True,True
409,234.244,16.174,1,29,133.854,13.385,1,24,False,True,True,True,True,True,True,True,False,True,True,True
410,179.82,13.986,1,28,149.85,14.486,1,29,True,True,True,True,True,True,True,True,True,True,True,True
411,192.0,11.2,1,14,96.0,9.6,1,12,False,True,True,True,True,True,True,True,False,True,True,True
412,226.105,18.842,2,55,226.105,20.555,3,60,False,False,True,True,False,False,False,True,False,False,False,False
413,221.13,15.971,1,26,221.13,18.428,1,30,False,True,True,True,False,False,True,True,False,False,True,False
414,294.278,22.343,1,41,261.58,20.163,1,37,False,False,True,False,False,False,True,True,False,False,False,False
415,179.856,13.189,1,22,215.827,17.386,1,29,True,True,True,True,False,False,True,True,True,False,True,False
416,44.944,2.996,1,4,44.944,2.247,1,3,True,True,True,True,True,True,True,True,True,True,True,True
417,171.233,15.411,1,27,136.986,13.128,1,23,True,True,True,True,True,True,True,True,True,True,True,True
418,169.372,16.231,1,23,211.715,21.171,1,30,True,True,True,True,False,False,True,True,True,False,True,False
419,94.086,6.72,1,30,80.645,6.272,1,28,True,True,True,True,True,True,True,True,True,True,True,True
420,124.599,10.95,2,58,113.272,10.95,2,58,True,True,True,True,True,True,True,True,True,True,True,True
421,44.91,2.994,1,4,44.91,2.994,1,4,True,True,True,True,True,True,True,True,True,True,True,True
422,234.244,17.289,1,31,167.317,16.732,1,30,False,False,True,True,False,True,True,True,False,False,False,True
423,28.777,1.918,1,4,28.777,1.918,1,4,True,True,True,True,True,True,True,True,True,True,True,True
424,151.451,11.78,1,28,100.968,10.938,1,26,True,True,True,True,True,True,True,True,True,True,True,True
425,49.587,5.785,1,7,49.587,5.785,1,7,True,True,True,True,True,True,True,True,True,True,True,True
426,47.962,7.994,1,10,47.962,6.395,1,8,True,True,True,True,True,True,True,True,True,True,True,True
427,51.326,5.988,1,7,51.326,5.988,1,7,True,True,True,True,True,True,True,True,True,True,True,True
428,31.966,5.328,1,10,31.966,4.262,1,8,True,True,True,True,True,True,True,True,True,True,True,True
429,15.464,1.031,1,4,15.464,0.773,1,3,True,True,True,True,True,True,True,True,True,True,True,True
430,166.898,12.865,2,37,104.312,11.127,2,32,True,True,True,True,True,True,True,True,True,True,True,True
431,194.963,15.841,1,39,219.334,18.684,2,46,False,True,True,False,False,False,True,True,False,False,False,False
432,323.741,24.58,1,41,287.77,32.974,2,55,False,False,True,False,False,False,True,True,False,False,False,False
433,245.614,18.713,1,32,245.614,19.883,1,34,False,False,True,True,False,False,True,True,False,False,False,False
434,55.351,2.768,1,3,55.351,1.845,1,2,True,True,True,True,True,True,True,True,True,True,True,True
435,321.62,25.015,2,42,285.884,27.993,2,47,False,False,True,True,False,False,True,True,False,False,False,False
436,227.129,17.666,1,28,227.129,17.035,1,27,False,False,True,True,False,False,True,True,False,False,False,False
437,300.644,22.19,2,62,193.271,17.538,2,49,False,False,True,True,False,False,True,True,False,False,False,False
438,236.136,17.174,2,48,171.735,14.311,2,40,False,False,True,True,False,True,True,True,False,False,False,True
439,333.333,25.0,2,45,233.333,21.111,2,38,False,False,True,True,False,False,True,True,False,False,False,False
440,169.972,12.639,2,58,117.673,10.024,2,46,True,True,True,True,True,True,True,True,True,True,True,True
441,283.912,25.237,1,32,189.274,17.35,1,22,False,False,True,True,False,False,True,True,False,False,False,False
442,255.727,20.245,2,38,191.795,17.581,2,33,False,False,True,True,False,False,True,True,False,False,False,False
443,292.683,23.984,2,59,219.512,21.545,2,53,False,False,True,True,False,False,True,True,False,False,False,False
444,113.96,8.072,1,34,113.96,8.547,1,36,True,True,True,True,True,True,True,True,True,True,True,True
445,272.374,22.049,1,34,311.284,25.292,2,39,False,False,True,True,False,False,True,True,False,False,False,False
446,179.82,14.985,1,30,149.85,15.485,1,31,True,True,True,True,True,True,True,True,True,True,True,True
447,90.713,8.423,1,39,103.672,9.287,2,43,True,True,True,False,True,True,True,True,False,True,False,True
448,199.734,14.647,1,22,199.734,17.976,1,27,False,True,True,True,False,False,True,True,False,False,True,False
449,123.288,9.589,1,14,82.192,6.849,1,10,True,True,True,True,True,True,True,True,True,True,True,True
450,130.719,9.441,1,26,108.932,8.351,1,23,True,True,True,True,True,True,True,True,True,True,True,True
451,189.274,13.88,1,22,151.42,15.773,1,25,False,True,True,True,False,True,True,True,False,False,True,True
452,106.54,7.991,1,27,71.027,5.623,1,19,True,True,True,True,True,True,True,True,True,True,True,True
453,169.133,11.276,1,16,169.133,11.276,1,16,True,True,True,True,False,True,True,True,True,False,True,True
454,156.863,11.765,1,27,104.575,11.329,1,26,True,True,True,True,True,True,True,True,True,True,True,True
455,182.579,19.399,2,51,136.934,16.356,2,43,False,False,True,True,True,True,True,True,False,True,False,True
456,250.261,19.812,1,38,187.696,17.205,1,33,False,False,True,False,False,False,True,True,False,False,False,False
457,339.943,25.496,1,27,283.286,26.44,1,28,False,False,True,True,False,False,True,True,False,False,False,False
458,128.37,9.842,1,23,102.696,10.27,1,24,True,True,True,True,True,True,True,True,True,True,True,True
459,46.422,5.803,1,15,46.422,5.029,1,13,True,True,True,True,True,True,True,True,True,True,True,True
460,171.429,14.286,1,25,137.143,11.429,1,20,True,True,True,True,True,True,True,True,True,True,True,True
461,92.736,6.182,1,8,92.736,5.41,1,7,True,True,True,True,True,True,True,True,True,True,True,True
462,79.893,6.658,1,10,39.947,5.326,1,8,True,True,True,True,True,True,True,True,True,True,True,True
463,151.42,11.987,1,19,151.42,13.249,1,21,True,True,True,True,False,True,True,True,True,False,True,True
